SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
25063,29,Mendelssohn,.,2022,24-Aug,WALL,1,180,192,46.00,MUSCLE,V,8.06,-25.67,3.18,.
25064,41,Mendelssohn,.,2022,24-Aug,WALL,1,430,461,790.00,MUSCLE,V,9.14,-26.56,3.26,.
25065,44,Mendelssohn,.,2022,24-Aug,WALL,1,215,229,90.00,MUSCLE,V,8.35,-26.83,3.19,.
25066,53,Mendelssohn,.,2022,24-Aug,WALL,1,494,523,980.00,MUSCLE,V,9.37,-26.36,3.19,.
25067,54,Mendelssohn,.,2022,24-Aug,WALL,1,484,517,1050.00,MUSCLE,V,7.26,-28.52,3.29,.
25068,59,Mendelssohn,.,2022,24-Aug,WALL,1,541,571,1125.00,MUSCLE,V,9.52,-26.10,3.19,.
25069,8,Mendelssohn,.,2022,24-Aug,WS,1,335,355,540.00,MUSCLE,V,5.65,-22.40,3.26,.
25070,18,Mendelssohn,.,2022,24-Aug,WS,1,446,470,1500.00,MUSCLE,V,6.65,-27.83,3.24,.
25071,25,Mendelssohn,.,2022,24-Aug,WS,1,407,430,1040.00,MUSCLE,V,7.95,-25.93,3.41,.
25072,66,Mendelssohn,.,2022,24-Aug,WS,1,490,527,1590.00,MUSCLE,V,7.63,-28.01,3.50,.
25187,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,63,19.80,MUSCLE,V,1.90,-28.90,4.46,Elliptio complanata
25188,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,64,22.90,MUSCLE,V,2.22,-27.80,3.76,Elliptio complanata
25189,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,63,19.10,MUSCLE,V,1.84,-28.73,3.96,Elliptio complanata
25190,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,73,35.30,MUSCLE,V,1.98,-28.49,4.12,Elliptio complanata
25191,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,79,41.40,MUSCLE,V,1.62,-28.83,4.01,Elliptio complanata
25192,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,80,46.10,MUSCLE,V,2.48,-29.12,4.09,Elliptio complanata
25193,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,78,37.60,MUSCLE,V,1.79,-28.93,3.99,Elliptio complanata
25194,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,77,27.00,MUSCLE,V,2.39,-30.23,4.19,Anodontoides ferussacianus
25195,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,91,37.40,MUSCLE,V,2.89,-30.34,3.93,Pyganodon grandis
25196,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,97,65.00,MUSCLE,V,2.25,-28.38,3.71,Elliptio complanata
25240,.,Mendelssohn,.,2022,24-Aug,YPERCH,3,.,49,0.94,MUSCLE,V,7.02,-27.29,3.41,.
25241,.,Mendelssohn,.,2022,24-Aug,YPERCH,5,.,57,1.44,MUSCLE,V,7.17,-27.45,3.37,.
25242,.,Mendelssohn,.,2022,24-Aug,YPERCH,1,.,61,1.77,MUSCLE,V,6.60,-25.66,3.24,.
25243,.,Mendelssohn,.,2022,24-Aug,YPERCH,1,.,69,2.65,MUSCLE,V,6.49,-25.08,3.24,.
25244,.,Mendelssohn,.,2022,24-Aug,YPERCH,1,.,74,3.51,MUSCLE,V,7.49,-27.80,3.29,.
25245,.,Mendelssohn,.,2022,24-Aug,YPERCH,1,.,71,3.12,MUSCLE,V,6.66,-24.82,3.25,.
25246,.,Mendelssohn,.,2022,24-Aug,YPERCH,1,.,77,3.95,MUSCLE,V,6.37,-26.43,3.24,.
25247,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,48,1.70,MUSCLE,V,7.28,-26.02,3.34,.
25248,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,59,3.63,MUSCLE,V,7.65,-27.69,3.25,.
25249,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,84,10.52,MUSCLE,V,7.51,-27.54,3.23,.
25250,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,101,18.59,MUSCLE,V,8.61,-25.14,3.30,.
25251,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,130,41.28,MUSCLE,V,8.52,-24.10,3.24,.
25252,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,164,91.03,MUSCLE,V,8.58,-22.58,3.19,.
25253,.,Mendelssohn,.,2022,24-Aug,RBASS,1,.,169,102.55,MUSCLE,V,8.24,-23.16,3.28,.
25254,.,Mendelssohn,.,2022,24-Aug,CISCO,3,.,77,3.13,MUSCLE,V,6.49,-27.41,3.42,.
25255,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,101,6.43,MUSCLE,V,7.97,-29.89,3.53,.
25256,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,102,6.78,MUSCLE,V,8.17,-29.72,3.49,.
25257,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,110,8.06,MUSCLE,V,7.94,-29.03,3.51,.
25258,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,110,8.22,MUSCLE,V,8.28,-29.82,3.49,.
25259,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,107,7.53,MUSCLE,V,8.48,-29.39,3.55,.
25260,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,226,88.40,MUSCLE,V,8.50,-28.40,3.21,.
25261,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,286,184.30,MUSCLE,V,8.32,-28.87,3.18,.
25262,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,295,212.00,MUSCLE,V,8.81,-28.50,3.15,.
25263,.,Mendelssohn,.,2022,24-Aug,CISCO,1,.,352,368.00,MUSCLE,V,8.27,-29.13,4.18,.
25264,.,Mendelssohn,.,2022,24-Aug,SMB,1,.,140,40.40,MUSCLE,V,8.78,-26.92,3.40,.
25265,.,Mendelssohn,.,2022,24-Aug,SMB,1,.,161,58.70,MUSCLE,V,8.60,-25.30,3.34,.
25266,.,Mendelssohn,.,2022,24-Aug,WALL,1,.,123,16.00,MUSCLE,V,8.36,-26.57,3.26,.
25406,.,Mendelssohn,.,2022,24-Aug,SLSCULP,3,.,45,0.61,BODY,V,8.10,-28.69,3.77,.
25407,.,Mendelssohn,.,2022,24-Aug,SLSCULP,3,.,43,0.96,BODY,V,8.00,-27.99,4.19,.
25408,.,Mendelssohn,.,2022,24-Aug,SLSCULP,4,.,51,1.01,MUSCLE,V,8.33,-27.88,3.54,.
25409,.,Mendelssohn,.,2022,24-Aug,SLSCULP,1,.,51,1.14,MUSCLE,V,9.11,-28.82,3.43,.
25410,.,Mendelssohn,.,2022,24-Aug,SLSCULP,1,.,54,1.37,MUSCLE,V,7.46,-28.73,3.41,.
25411,.,Mendelssohn,.,2022,24-Aug,SLSCULP,1,.,64,1.77,MUSCLE,V,7.61,-28.77,3.43,.
25412,.,Mendelssohn,.,2022,24-Aug,SLSCULP,1,.,75,2.51,MUSCLE,V,7.32,-26.40,3.94,.
25563,.,Mendelssohn,.,2022,24-Aug,SNAIL,3,.,.,0.71,MUSCLE,V,2.36,-26.12,4.66,Hydrobiidae
25564,.,Mendelssohn,.,2022,24-Aug,SNAIL,2,.,.,1.00,MUSCLE,V,3.99,-26.62,4.20,Hydrobiidae
25565,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.17,MUSCLE,V,4.32,-27.13,3.93,Hydrobiidae
25566,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.32,MUSCLE,V,3.97,-26.78,4.67,Hydrobiidae
25567,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.78,MUSCLE,V,3.60,-26.72,4.55,Hydrobiidae
25568,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.73,MUSCLE,V,2.34,-27.62,4.29,Hydrobiidae
25569,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.79,MUSCLE,V,3.04,-26.44,3.82,Hydrobiidae
25574,.,Mendelssohn,.,2022,24-Aug,HEPTAGEN,20,.,.,.,BODY,V,3.19,-24.55,4.41,.
1614,560,Stormy,.,2008,.,LT,1,.,269,.,MUSCLE,V,12.31,-27.59,3.19,.
1615,259,Stormy,.,2008,.,LT,1,.,304,.,MUSCLE,V,12.23,-25.96,3.22,.
1616,258,Stormy,.,2008,.,LT,1,.,335,.,MUSCLE,V,12.30,-26.52,3.34,.
1617,775,Stormy,.,2008,.,LT,1,.,345,.,MUSCLE,V,11.84,-24.65,3.14,.
1618,679,Stormy,.,2008,.,LT,1,.,348,.,MUSCLE,V,12.19,-25.82,3.23,.
1619,561,Stormy,.,2008,.,LT,1,.,362,.,MUSCLE,V,12.60,-25.99,3.19,.
1620,776,Stormy,.,2008,.,LT,1,.,372,.,MUSCLE,V,12.55,-26.52,3.23,.
1621,680,Stormy,.,2008,.,LT,1,.,387,.,MUSCLE,V,12.52,-27.29,3.52,.
1622,787,Stormy,.,2008,.,LT,1,.,492,.,MUSCLE,V,11.99,-27.85,3.92,.
1623,24,Stormy,.,2008,.,LT,1,.,514,.,MUSCLE,V,12.68,-27.38,3.53,.
1624,437,Stormy,.,2008,.,LWF,1,.,226,.,MUSCLE,V,10.60,-29.26,3.24,.
1625,346,Stormy,.,2008,.,LWF,1,.,259,.,MUSCLE,V,10.69,-28.69,3.18,.
1626,1,Stormy,.,2008,.,LWF,1,.,289,.,MUSCLE,V,10.80,-28.51,3.22,.
1627,434,Stormy,.,2008,.,LWF,1,.,328,.,MUSCLE,V,11.28,-28.92,3.27,.
1628,422,Stormy,.,2008,.,LWF,1,.,339,.,MUSCLE,V,11.15,-28.33,3.14,.
1629,250,Stormy,.,2008,.,LWF,1,.,385,.,MUSCLE,V,11.80,-28.82,3.25,.
1630,19,Stormy,.,2008,.,LWF,1,.,455,.,MUSCLE,V,11.64,-29.53,3.75,.
1631,90,Stormy,.,2008,.,LWF,1,.,472,.,MUSCLE,V,11.99,-27.02,3.14,.
1632,264,Stormy,.,2008,.,LWF,1,.,485,.,MUSCLE,V,11.47,-27.50,3.12,.
1633,76,Stormy,.,2008,.,LWF,1,.,515,.,MUSCLE,V,11.28,-25.92,3.14,.
1634,687,Stormy,.,2008,.,NP,1,.,500,.,MUSCLE,V,9.96,-26.72,3.11,.
1635,217,Stormy,.,2008,.,WS,1,.,320,.,MUSCLE,V,7.72,-27.09,3.20,.
1636,116,Stormy,.,2008,.,WS,1,.,500,.,MUSCLE,V,9.78,-25.48,3.16,.
1637,108,Stormy,.,2008,.,SMB,1,.,219,.,MUSCLE,V,9.65,-25.27,3.18,.
1638,230,Stormy,.,2008,.,SMB,1,.,233,.,MUSCLE,V,9.90,-25.32,3.17,.
1639,209,Stormy,.,2008,.,SMB,1,.,251,.,MUSCLE,V,10.04,-24.32,3.10,.
1640,231,Stormy,.,2008,.,SMB,1,.,259,.,MUSCLE,V,10.46,-25.83,3.20,.
1641,207,Stormy,.,2008,.,SMB,1,.,328,.,MUSCLE,V,11.07,-24.86,3.10,.
1642,122,Stormy,.,2008,.,SMB,1,.,363,.,MUSCLE,V,11.04,-23.76,3.06,.
1643,208,Stormy,.,2008,.,SMB,1,.,374,.,MUSCLE,V,10.92,-25.26,3.13,.
1644,14,Stormy,.,2008,.,SMB,1,.,394,.,MUSCLE,V,10.94,-25.59,3.11,.
1645,123,Stormy,.,2008,.,SMB,1,.,435,.,MUSCLE,V,11.10,-25.19,3.09,.
1646,265,Stormy,.,2008,.,SMB,1,.,491,.,MUSCLE,V,10.97,-25.15,3.11,.
1647,336,Stormy,.,2008,.,WALL,1,.,206,.,MUSCLE,V,9.82,-25.47,3.11,.
1648,339,Stormy,.,2008,.,WALL,1,.,234,.,MUSCLE,V,10.16,-25.71,3.11,.
1649,13,Stormy,.,2008,.,WALL,1,.,295,.,MUSCLE,V,10.49,-25.71,3.31,.
1650,317,Stormy,.,2008,.,WALL,1,.,344,.,MUSCLE,V,12.04,-25.56,3.24,.
1651,124,Stormy,.,2008,.,WALL,1,.,390,.,MUSCLE,V,11.80,-25.67,3.19,.
1652,9,Stormy,.,2008,.,WALL,1,.,471,.,MUSCLE,V,12.14,-25.91,3.20,.
1653,10,Stormy,.,2008,.,WALL,1,.,485,.,MUSCLE,V,12.35,-25.58,3.20,.
1654,6,Stormy,.,2008,.,WALL,1,.,512,.,MUSCLE,V,12.39,-25.79,3.19,.
1655,233,Stormy,.,2008,.,WALL,1,.,599,.,MUSCLE,V,13.04,-26.13,3.26,.
1656,210,Stormy,.,2008,.,WALL,1,.,580,.,MUSCLE,V,12.06,-25.96,3.25,.
1908,.,Stormy,.,2008,.,SLSCULP,1,91,.,6.60,MUSCLE,V,10.82,-30.47,4.13,.
1909,.,Stormy,.,2008,.,GOSHINER,1,62,.,2.20,MUSCLE,V,.,.,.,.
1910,.,Stormy,.,2008,.,GOSHINER,1,71,.,3.30,MUSCLE,V,.,.,.,.
1911,.,Stormy,.,2008,.,GOSHINER,1,75,.,4.30,MUSCLE,V,.,.,.,.
1912,.,Stormy,.,2008,.,GOSHINER,1,95,.,7.80,MUSCLE,V,.,.,.,.
1913,.,Stormy,.,2008,.,LMB,1,36,.,0.30,MUSCLE,V,.,.,.,.
1914,.,Stormy,.,2008,.,BNMIN,1,47,.,0.70,MUSCLE,V,8.70,-25.46,3.60,.
1915,.,Stormy,.,2008,.,BNMIN,1,71,.,2.90,MUSCLE,V,7.76,-23.97,3.59,.
1916,.,Stormy,.,2008,.,WALL,1,59,.,1.40,MUSCLE,V,7.74,-26.86,3.45,.
1917,.,Stormy,.,2008,.,WALL,1,52,.,0.90,MUSCLE,V,7.45,-26.83,3.40,.
1918,.,Stormy,.,2008,.,WALL,1,70,.,2.20,MUSCLE,V,7.46,-26.84,3.35,.
1919,.,Stormy,.,2008,.,SLSCULP,1,71,.,2.70,MUSCLE,V,10.43,-26.36,3.38,.
1920,.,Stormy,.,2008,.,LPERCH,1,91,.,7.70,MUSCLE,V,10.01,-25.98,3.35,.
1921,.,Stormy,.,2008,.,LPERCH,1,85,.,5.10,MUSCLE,V,9.99,-24.86,3.43,.
1922,.,Stormy,.,2008,.,LPERCH,1,85,.,4.20,MUSCLE,V,9.07,-26.34,3.51,.
1923,.,Stormy,.,2008,.,LPERCH,1,86,.,4.90,MUSCLE,V,9.83,-25.89,3.30,.
1924,.,Stormy,.,2008,.,LPERCH,1,64,.,2.10,MUSCLE,V,7.70,-26.52,3.46,.
1925,.,Stormy,.,2008,.,LPERCH,1,63,.,1.50,MUSCLE,V,8.59,-26.58,3.53,.
1926,.,Stormy,.,2008,.,LPERCH,1,70,.,2.40,MUSCLE,V,9.47,-26.16,3.52,.
1927,.,Stormy,.,2008,.,LPERCH,1,81,.,3.50,MUSCLE,V,9.69,-26.17,3.34,.
1928,.,Stormy,.,2008,.,LPERCH,1,84,.,4.00,MUSCLE,V,9.54,-24.61,3.65,.
1929,.,Stormy,.,2008,.,LPERCH,1,79,.,3.70,MUSCLE,V,9.52,-26.30,3.28,.
1930,.,Stormy,.,2008,.,CISCO,1,112,.,12.50,MUSCLE,V,9.03,-28.75,3.40,.
1931,.,Stormy,.,2008,.,CISCO,1,118,.,15.90,MUSCLE,V,8.63,-28.98,3.36,.
1932,.,Stormy,.,2008,.,CISCO,1,149,.,38.60,MUSCLE,V,9.80,-28.67,3.33,.
1933,.,Stormy,.,2008,.,CISCO,1,165,.,41.70,MUSCLE,V,9.75,-28.36,3.24,.
1934,.,Stormy,.,2008,.,CISCO,1,166,.,50.60,MUSCLE,V,10.05,-28.39,3.25,.
1935,.,Stormy,.,2008,.,CISCO,1,169,.,56.90,MUSCLE,V,10.36,-29.47,3.63,.
1936,.,Stormy,.,2008,.,CISCO,1,179,.,66.00,MUSCLE,V,9.96,-28.04,3.18,.
1937,.,Stormy,.,2008,.,CISCO,1,182,.,76.00,MUSCLE,V,11.15,-29.23,3.35,.
1938,.,Stormy,.,2008,.,CISCO,1,207,.,98.00,MUSCLE,V,11.28,-28.85,3.18,.
1939,.,Stormy,.,2008,.,CISCO,1,195,.,93.80,MUSCLE,V,11.44,-28.97,3.31,.
1940,.,Stormy,.,2008,.,MUDMIN,1,79,.,3.80,MUSCLE,V,.,.,.,.
1941,.,Stormy,.,2008,.,LMB,1,42,.,0.60,MUSCLE,V,.,.,.,.
1942,.,Stormy,.,2008,.,LMB,1,46,.,0.95,MUSCLE,V,.,.,.,.
1943,.,Stormy,.,2008,.,LMB,1,48,.,1.10,MUSCLE,V,.,.,.,.
1944,.,Stormy,.,2008,.,BNMIN,1,37,.,0.50,BODY,V,6.77,-28.46,3.86,.
1945,.,Stormy,.,2008,.,BNMIN,1,57,.,1.70,MUSCLE,V,10.17,-26.89,3.59,.
1946,.,Stormy,.,2008,.,BNMIN,1,66,.,2.40,MUSCLE,V,7.20,-26.13,3.65,.
1947,.,Stormy,.,2008,.,BNMIN,1,67,.,3.10,MUSCLE,V,8.02,-26.75,3.63,.
1948,.,Stormy,.,2008,.,BNMIN,1,68,.,2.90,MUSCLE,V,6.60,-25.75,3.60,.
1949,.,Stormy,.,2008,.,BNMIN,1,68,.,3.10,MUSCLE,V,6.55,-26.68,3.88,.
1950,.,Stormy,.,2008,.,BNMIN,1,69,.,3.30,MUSCLE,V,7.11,-23.16,3.66,.
1951,.,Stormy,.,2008,.,BNMIN,1,77,.,4.00,MUSCLE,V,8.41,-24.87,3.48,.
1952,.,Stormy,.,2008,.,BNMIN,1,75,.,3.50,MUSCLE,V,8.61,-25.48,3.62,.
1953,.,Stormy,.,2008,.,PSEED,1,65,.,4.30,MUSCLE,V,7.51,-26.30,3.43,.
1954,.,Stormy,.,2008,.,PSEED,1,78,.,8.40,MUSCLE,V,7.52,-25.22,3.36,.
1955,.,Stormy,.,2008,.,PSEED,1,87,.,12.80,MUSCLE,V,6.92,-28.99,3.32,.
1956,.,Stormy,.,2008,.,PSEED,1,89,.,13.30,MUSCLE,V,8.42,-27.19,3.39,.
1957,.,Stormy,.,2008,.,PSEED,1,97,.,18.30,MUSCLE,V,8.38,-26.39,3.39,.
1958,.,Stormy,.,2008,.,PSEED,1,104,.,25.80,MUSCLE,V,7.57,-26.28,3.40,.
1959,.,Stormy,.,2008,.,PSEED,1,114,.,33.30,MUSCLE,V,8.38,-25.74,3.40,.
1960,.,Stormy,.,2008,.,PSEED,1,129,.,50.00,MUSCLE,V,9.35,-24.62,3.44,.
1961,.,Stormy,.,2008,.,PSEED,1,140,.,60.20,MUSCLE,V,9.73,-23.84,3.34,.
1962,.,Stormy,.,2008,.,PSEED,1,144,.,69.20,MUSCLE,V,8.90,-23.52,3.40,.
1964,.,Stormy,.,2008,.,YPERCH,1,37,.,0.30,BODY,V,7.47,-27.68,4.05,.
1965,.,Stormy,.,2008,.,YPERCH,1,68,.,3.20,MUSCLE,V,8.85,-27.84,3.33,.
1966,.,Stormy,.,2008,.,YPERCH,1,73,.,3.50,MUSCLE,V,8.21,-27.70,3.32,.
1967,.,Stormy,.,2008,.,YPERCH,1,76,.,4.40,MUSCLE,V,8.85,-27.34,3.41,.
1968,.,Stormy,.,2008,.,YPERCH,1,81,.,5.50,MUSCLE,V,7.59,-28.15,3.35,.
1969,.,Stormy,.,2008,.,YPERCH,1,92,.,7.40,MUSCLE,V,10.06,-27.49,3.34,.
1970,.,Stormy,.,2008,.,YPERCH,1,99,.,12.00,MUSCLE,V,10.21,-27.80,3.42,.
1971,.,Stormy,.,2008,.,YPERCH,1,110,.,15.00,MUSCLE,V,10.25,-27.69,3.36,.
1972,.,Stormy,.,2008,.,YPERCH,1,118,.,19.30,MUSCLE,V,11.11,-27.38,3.30,.
1973,.,Stormy,.,2008,.,YPERCH,1,128,.,27.50,MUSCLE,V,10.39,-27.46,3.38,.
1974,.,Stormy,.,2008,.,YPERCH,1,206,.,113.40,MUSCLE,V,11.25,-24.09,3.21,.
1975,.,Stormy,.,2008,.,YPERCH,1,207,.,114.40,MUSCLE,V,11.34,-24.77,3.35,.
1976,.,Stormy,.,2008,.,RBASS,1,43,.,1.30,MUSCLE,V,9.00,-23.57,3.44,.
1977,.,Stormy,.,2008,.,RBASS,1,54,.,2.80,MUSCLE,V,9.82,-25.99,3.41,.
1978,.,Stormy,.,2008,.,RBASS,1,86,.,11.20,MUSCLE,V,10.75,-27.24,3.29,.
1979,.,Stormy,.,2008,.,RBASS,1,99,.,20.50,MUSCLE,V,9.53,-25.80,3.33,.
1980,.,Stormy,.,2008,.,RBASS,1,111,.,25.80,MUSCLE,V,10.93,-26.33,3.29,.
1981,.,Stormy,.,2008,.,RBASS,1,109,.,27.20,MUSCLE,V,8.77,-25.75,3.24,.
1982,.,Stormy,.,2008,.,RBASS,1,119,.,35.40,MUSCLE,V,10.59,-25.85,3.37,.
1983,.,Stormy,.,2008,.,RBASS,1,130,.,40.10,MUSCLE,V,11.21,-26.21,3.23,.
1984,.,Stormy,.,2008,.,RBASS,1,142,.,58.40,MUSCLE,V,11.13,-25.59,3.23,.
1985,.,Stormy,.,2008,.,RBASS,1,151,.,78.50,MUSCLE,V,11.02,-24.89,3.23,.
1986,.,Stormy,.,2008,.,RBASS,1,171,.,103.50,MUSCLE,V,11.24,-25.13,3.26,.
1987,.,Stormy,.,2008,.,LT,1,154,.,40.20,MUSCLE,V,11.24,-23.10,3.87,.
1988,.,Stormy,.,2008,.,LT,1,145,.,27.20,MUSCLE,V,11.38,-23.64,3.67,.
1989,.,Stormy,.,2008,.,LWF,1,114,.,12.20,MUSCLE,V,9.99,-29.95,3.48,.
1990,.,Stormy,.,2008,.,LWF,1,106,.,11.80,MUSCLE,V,9.41,-29.83,3.48,.
1991,.,Stormy,.,2008,.,LWF,1,149,.,37.30,MUSCLE,V,11.17,-29.64,3.36,.
1992,.,Stormy,.,2008,.,LWF,1,173,.,60.60,MUSCLE,V,10.66,-29.43,3.53,.
1993,.,Stormy,.,2008,.,LWF,1,180,.,64.00,MUSCLE,V,10.35,-29.76,3.39,.
1994,.,Stormy,.,2008,.,SMB,1,90,.,10.50,MUSCLE,V,9.21,-26.12,3.41,.
1995,.,Stormy,.,2008,.,SMB,1,104,.,14.50,MUSCLE,V,10.15,-25.82,3.39,.
1996,.,Stormy,.,2008,.,SMB,1,111,.,20.90,MUSCLE,V,9.36,-26.26,3.30,.
1997,.,Stormy,.,2008,.,SMB,1,118,.,22.80,MUSCLE,V,9.71,-25.81,3.35,.
1998,.,Stormy,.,2008,.,SMB,1,157,.,52.80,MUSCLE,V,10.21,-26.62,3.41,.
1999,.,Stormy,.,2008,.,SMB,1,156,.,56.10,MUSCLE,V,9.85,-25.81,3.28,.
2000,.,Stormy,.,2008,.,SMB,1,164,.,66.00,MUSCLE,V,9.80,-25.85,3.44,.
2001,.,Stormy,.,2008,.,SMB,1,170,.,72.10,MUSCLE,V,9.45,-26.00,3.38,.
2002,.,Stormy,.,2008,.,SMB,1,179,.,81.70,MUSCLE,V,9.69,-26.11,3.45,.
2003,.,Stormy,.,2008,.,SMB,1,168,.,74.10,MUSCLE,V,9.60,-25.79,3.33,.
2004,.,Stormy,.,2008,.,CRAYFISH,1,.,.,6.80,MUSCLE,V,7.10,-24.99,3.47,.
2005,.,Stormy,.,2008,.,CRAYFISH,1,.,.,7.60,MUSCLE,V,5.67,-27.37,3.54,.
2006,.,Stormy,.,2008,.,SNAIL,1,.,.,.,VISCERA,V,2.97,-22.90,8.37,.
2007,.,Stormy,.,2008,.,SNAIL,1,.,.,.,VISCERA,V,3.60,-23.69,5.55,.
2008,.,Stormy,.,2008,.,CLAM,1,.,.,.,MUSCLE,V,4.22,-26.80,4.09,.
2009,.,Stormy,.,2008,.,CLAM,1,.,.,.,MUSCLE,V,4.15,-30.42,4.37,.
2010,.,Stormy,.,2008,.,CLAM,1,.,.,.,MUSCLE,V,4.88,-27.20,3.94,.
2011,.,Stormy,.,2008,.,CLAM,1,.,.,.,MUSCLE,V,5.04,-27.02,3.71,.
